Params,Micro Precision,Micro Recall,Micro F1,Hamming,Accuracy,Jaccard,Coverage,TR,TR Macro,TL,Runtime
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'tfn+man'}",0.6735135135135135,0.08705980994969256,0.15418883801509714,0.04063638903917383,0.04221190375685943,0.09806678668123649,29.041789784719292,0.017061807287645503,0.017061807287645503,25,0 days 00:00:31.682495
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'tfn'}",0.49666956269910223,0.23965902738960312,0.32331039683287777,0.04268158550288646,0.08020261713803292,0.23214973584554452,80.70915998311524,0.05506689807812016,0.05506689807812016,45,0 days 00:00:11.220142
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'man'}",0.667728237791932,0.08789826718837339,0.15534699925907633,0.040666115731960356,0.04221190375685943,0.09804986841822282,29.041789784719292,0.01719895087757394,0.01719895087757394,25,0 days 00:00:31.558704
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'tfn+man'}",0.6735135135135135,0.08705980994969256,0.15418883801509714,0.04063638903917383,0.04221190375685943,0.09806678668123649,29.041789784719292,0.017061807287645503,0.017061807287645503,25,0 days 00:00:32.449680
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'tfn'}",0.49666956269910223,0.23965902738960312,0.32331039683287777,0.04268158550288646,0.08020261713803292,0.23214973584554452,80.70915998311524,0.05506689807812016,0.05506689807812016,45,0 days 00:00:11.137670
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'man'}",0.667728237791932,0.08789826718837339,0.15534699925907633,0.040666115731960356,0.04221190375685943,0.09804986841822282,29.041789784719292,0.01719895087757394,0.01719895087757394,25,0 days 00:00:31.514577
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 50, 'negative_sampling_scheme': 'tfn+man'}",0.6735135135135135,0.08705980994969256,0.15418883801509714,0.04063638903917383,0.04221190375685943,0.09806678668123649,29.041789784719292,0.017061807287645503,0.017061807287645503,25,0 days 00:00:31.893158
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 50, 'negative_sampling_scheme': 'tfn'}",0.49666956269910223,0.23965902738960312,0.32331039683287777,0.04268158550288646,0.08020261713803292,0.23214973584554452,80.70915998311524,0.05506689807812016,0.05506689807812016,45,0 days 00:00:11.063166
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 5, 'kmeans_max_iter': 50, 'negative_sampling_scheme': 'man'}",0.667728237791932,0.08789826718837339,0.15534699925907633,0.040666115731960356,0.04221190375685943,0.09804986841822282,29.041789784719292,0.01719895087757394,0.01719895087757394,25,0 days 00:00:32.291505
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'tfn+man'}",0.7055771725032426,0.07602012297372834,0.13725242840923427,0.040660170393403056,0.03630223723089911,0.08691053989814293,25.453777965386237,0.014566839699135617,0.014566839699135617,22,0 days 00:00:47.119518
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'tfn'}",0.49624060150375937,0.2397987702627166,0.3233465234595817,0.04269942151855837,0.08020261713803292,0.23210720415463798,80.70915998311524,0.05509552512495401,0.05509552512495401,43,0 days 00:00:12.582185
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'man'}",0.7061923583662714,0.07490217998882057,0.13543903979785218,0.04068395174763227,0.03630223723089911,0.0863125379282541,25.116082735331364,0.014328441280275238,0.014328441280275238,22,0 days 00:00:48.263678
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'tfn+man'}",0.7055771725032426,0.07602012297372834,0.13725242840923427,0.040660170393403056,0.03630223723089911,0.08691053989814293,25.453777965386237,0.014566839699135617,0.014566839699135617,22,0 days 00:00:47.234533
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'tfn'}",0.49624060150375937,0.2397987702627166,0.3233465234595817,0.04269942151855837,0.08020261713803292,0.23210720415463798,80.70915998311524,0.05509552512495401,0.05509552512495401,43,0 days 00:00:12.677711
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'man'}",0.7061923583662714,0.07490217998882057,0.13543903979785218,0.04068395174763227,0.03630223723089911,0.0863125379282541,25.116082735331364,0.014328441280275238,0.014328441280275238,22,0 days 00:00:47.208732
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 50, 'negative_sampling_scheme': 'tfn+man'}",0.7055771725032426,0.07602012297372834,0.13725242840923427,0.040660170393403056,0.03630223723089911,0.08691053989814293,25.453777965386237,0.014566839699135617,0.014566839699135617,22,0 days 00:00:48.037516
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 50, 'negative_sampling_scheme': 'tfn'}",0.49624060150375937,0.2397987702627166,0.3233465234595817,0.04269942151855837,0.08020261713803292,0.23210720415463798,80.70915998311524,0.05509552512495401,0.05509552512495401,43,0 days 00:00:12.590089
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 10, 'kmeans_max_iter': 50, 'negative_sampling_scheme': 'man'}",0.7061923583662714,0.07490217998882057,0.13543903979785218,0.04068395174763227,0.03630223723089911,0.0863125379282541,25.116082735331364,0.014328441280275238,0.014328441280275238,22,0 days 00:00:47.199064
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 15, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'tfn+man'}",0.7099737532808399,0.07560089435438792,0.13665066936094974,0.04064233437773114,0.038412832418742084,0.08817371436731149,25.411566061629383,0.014118560943912657,0.014118560943912657,21,0 days 00:00:59.003958
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 15, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'tfn'}",0.49624060150375937,0.2397987702627166,0.3233465234595817,0.04269942151855837,0.08020261713803292,0.23210720415463798,80.70915998311524,0.05509552512495401,0.05509552512495401,43,0 days 00:00:13.502398
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 15, 'kmeans_max_iter': 20, 'negative_sampling_scheme': 'man'}",0.7112860892388452,0.07574063722750139,0.1369032583985855,0.04063044370061653,0.038834951456310676,0.08870136316427223,25.453777965386237,0.014270152999566323,0.014270152999566323,21,0 days 00:00:58.214283
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 15, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'tfn+man'}",0.7099737532808399,0.07560089435438792,0.13665066936094974,0.04064233437773114,0.038412832418742084,0.08817371436731149,25.411566061629383,0.014118560943912657,0.014118560943912657,21,0 days 00:00:59.044918
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 15, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'tfn'}",0.49624060150375937,0.2397987702627166,0.3233465234595817,0.04269942151855837,0.08020261713803292,0.23210720415463798,80.70915998311524,0.05509552512495401,0.05509552512495401,43,0 days 00:00:13.550758
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 15, 'kmeans_max_iter': 30, 'negative_sampling_scheme': 'man'}",0.7112860892388452,0.07574063722750139,0.1369032583985855,0.04063044370061653,0.038834951456310676,0.08870136316427223,25.453777965386237,0.014270152999566323,0.014270152999566323,21,0 days 00:00:58.294778
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 15, 'kmeans_max_iter': 50, 'negative_sampling_scheme': 'tfn+man'}",0.7099737532808399,0.07560089435438792,0.13665066936094974,0.04064233437773114,0.038412832418742084,0.08817371436731149,25.411566061629383,0.014118560943912657,0.014118560943912657,21,0 days 00:00:59.530421
"{'nr_splits': 2, 'max_leaf_size': 2, 'beam_size': 15, 'kmeans_max_iter': 50, 'negative_sampling_scheme': 'tfn'}",0.49624060150375937,0.2397987702627166,0.3233465234595817,0.04269942151855837,0.08020261713803292,0.23210720415463798,80.70915998311524,0.05509552512495401,0.05509552512495401,43,0 days 00:00:13.443913
